make,model,variant,ex-showroom_price_inr,displacement_cc,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity_litres,fuel_type,height_mm,length_mm,width_mm,body_type,doors,arai_certified_mileage_kmpl,kerb_weight_kg,gears,ground_clearance_mm,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track_mm,rear_track_mm,f_tire_diameter_inch,f_tire_aspect_ratio,f_tire_width_mm,r_tire_diameter_inch,r_tire_aspect_ratio,r_tire_width_mm,power_steering,power_windows,power_seats,keyless_entry,power_rpm,power_ps,torque_rpm,torque_nm,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase_mm,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty_years,bluetooth,boot-lid_opener,boot_space_litres,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius_meter,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,engine_immobilizer,seat_back_pockets,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,adjustable_steering_column,parking_assistance,key_off_reminder,usb_compatibility,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,leather_wrapped_steering,automatic_headlamps,asr_/_traction_control,cruise_control
Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057,1196.0,4.0,4.0,RWD ,In-line,BS VI,Front-Longitudinal,Injection,40.0,CNG,1800.0,3675.0,1475.0,MPV,5.0,20.0,1050.0,5.0,160.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1280.0,1290.0,16.0,60.0,155.0,16.0,60.0,155.0,Non Powered,Non Powered,Non Powered,Yes,6000.0,62.0,3000.0,85.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2350.0,No,No,Yes,No,No,2.0,No,Yes,400.0,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,45.0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,1.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Maruti Suzuki,Eeco,5 Str With Htr Cng,425255,1196.0,4.0,4.0,RWD ,In-line,BS VI,Front-Longitudinal,Injection,40.0,CNG,1800.0,3675.0,1475.0,MPV,5.0,20.0,1030.0,5.0,160.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1280.0,1290.0,16.0,60.0,155.0,16.0,60.0,155.0,Non Powered,Non Powered,Non Powered,Yes,6000.0,62.0,3000.0,85.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2350.0,No,No,Yes,No,No,2.0,No,Yes,400.0,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,45.0,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,1.0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Maruti Suzuki,Alto K10,Lxi,377588,998.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1475.0,3545.0,1490.0,Hatchback,5.0,24.07,745.0,5.0,160.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1295.0,1290.0,13.0,65.0,155.0,13.0,65.0,155.0,Undefined Powered,Non Powered,Non Powered,Yes,6000.0,68.0,3500.0,90.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2360.0,No,No,Yes,No,No,2.0,No,Yes,177.0,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Maruti Suzuki,Alto K10,Vxi,394036,998.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1475.0,3545.0,1490.0,Hatchback,5.0,24.07,750.0,5.0,160.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1295.0,1290.0,13.0,65.0,155.0,13.0,65.0,155.0,Undefined Powered,Front Windows,Non Powered,Yes,6200.0,68.0,3500.0,90.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2360.0,No,Yes,Yes,No,No,2.0,No,Yes,177.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1.0,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Maruti Suzuki,Alto K10,Lx,360843,998.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1475.0,3545.0,1490.0,Hatchback,5.0,24.07,740.0,5.0,160.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1295.0,1290.0,13.0,65.0,155.0,13.0,65.0,155.0,Non Powered,Non Powered,Non Powered,Yes,6000.0,68.0,3500.0,90.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2360.0,No,No,Yes,No,No,2.0,No,Yes,177.0,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Maruti Suzuki,Alto K10,Vxi (O),407238,998.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1460.0,3620.0,1475.0,Hatchback,5.0,24.07,755.0,5.0,160.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1295.0,1290.0,13.0,65.0,155.0,13.0,65.0,155.0,Undefined Powered,Front Windows,Non Powered,Yes,6000.0,68.0,3500.0,90.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2360.0,No,Yes,Yes,No,No,2.0,No,Yes,177.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,1.0,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Maruti Suzuki,Alto K10,Lxi Cng (O),439777,998.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,CNG,1475.0,3545.0,1490.0,Hatchback,5.0,32.26,740.0,5.0,160.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1295.0,1290.0,13.0,65.0,155.0,13.0,65.0,155.0,Undefined Powered,Non Powered,Non Powered,Yes,6000.0,59.0,3500.0,78.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2360.0,No,No,Yes,No,No,2.0,No,Yes,177.0,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Maruti Suzuki,Alto K10,Vxi Amt (O),438559,998.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1475.0,3545.0,1490.0,Hatchback,5.0,24.07,755.0,5.0,160.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1295.0,1290.0,13.0,65.0,155.0,13.0,65.0,155.0,Undefined Powered,Front Windows,Non Powered,Yes,6000.0,68.0,3500.0,90.0,Digital,Analog,Yes,Yes,5.0,Fabric,Automatic,2360.0,No,Yes,Yes,No,No,2.0,No,Yes,177.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,1.0,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Datsun,Go,D,374990,1198.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1440.0,1445.0,13.0,70.0,155.0,13.0,70.0,155.0,Non Powered,Front Windows,Non Powered,Yes,5000.0,68.0,4000.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2450.0,No,Yes,Yes,No,Yes,2.0,No,Yes,265.0,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,2.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Datsun,Go,T,468229,1198.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1440.0,1445.0,13.0,70.0,155.0,13.0,70.0,155.0,Electric Power,All Windows,Non Powered,Yes,5000.0,68.0,4000.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2450.0,No,Yes,Yes,Yes,Yes,2.0,No,Yes,265.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2.0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Datsun,Go,T (O),502492,1198.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1440.0,1445.0,13.0,70.0,155.0,13.0,70.0,155.0,Electric Power,All Windows,Non Powered,Yes,5000.0,68.0,4000.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2450.0,No,Yes,Yes,Yes,Yes,2.0,No,Yes,265.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,2.0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Datsun,Go,A (O),499990,1198.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1440.0,1445.0,13.0,70.0,155.0,13.0,70.0,155.0,Electric Power,All Windows,Non Powered,Yes,5000.0,68.0,4000.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2450.0,No,Yes,Yes,No,Yes,2.0,No,Yes,265.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Datsun,Go,A,469990,1198.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1440.0,1445.0,13.0,70.0,155.0,13.0,70.0,155.0,Electric Power,Front Windows,Non Powered,Yes,5000.0,68.0,4000.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2450.0,No,Yes,Yes,No,Yes,2.0,No,Yes,265.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2.0,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Datsun,Go,T Vdc,528464,1198.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1440.0,1445.0,13.0,70.0,155.0,13.0,70.0,155.0,Electric Power,All Windows,Non Powered,Yes,5000.0,68.0,4000.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2450.0,No,Yes,Yes,Yes,Yes,2.0,No,Yes,265.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2.0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Datsun,Go,T (O) Vdc,553015,1198.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1440.0,1445.0,13.0,70.0,155.0,13.0,70.0,155.0,Electric Power,All Windows,Non Powered,Yes,5000.0,68.0,4000.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2450.0,No,Yes,Yes,Yes,Yes,2.0,No,Yes,265.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,2.0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Datsun,Go,T Cvt,594464,1198.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1440.0,1445.0,13.0,70.0,155.0,13.0,70.0,155.0,Electric Power,All Windows,Non Powered,Yes,5000.0,78.0,4000.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2450.0,No,Yes,Yes,Yes,Yes,2.0,No,Yes,265.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2.0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Datsun,Go,T (O) Cvt,618015,1198.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1440.0,1445.0,13.0,70.0,155.0,13.0,70.0,155.0,Electric Power,All Windows,Non Powered,Yes,5000.0,78.0,4000.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2450.0,No,Yes,Yes,Yes,Yes,2.0,No,Yes,265.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,46.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,2.0,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Maruti Suzuki,Celerio Tour,H2,422444,998.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1560.0,3600.0,1600.0,Hatchback,5.0,23.1,830.0,5.0,165.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1420.0,1410.0,13.0,80.0,155.0,13.0,80.0,155.0,Electric Power,Non Powered,Non Powered,Yes,6000.0,68.0,3500.0,90.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2425.0,No,No,Yes,No,Yes,2.0,No,Yes,235.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,47.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2.0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Maruti Suzuki,Celerio Tour,H2 Cng,480670,998.0,3.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,60.0,CNG,1560.0,3695.0,1600.0,Hatchback,5.0,31.76,915.0,5.0,165.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1420.0,1410.0,14.0,70.0,165.0,14.0,70.0,165.0,Electric Power,All Windows,Non Powered,Yes,6000.0,59.0,3500.0,78.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2425.0,No,No,Yes,No,Yes,2.0,No,Yes,235.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,47.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,2.0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hyundai,Santro,Era Mt,429990,1086.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1560.0,3610.0,1645.0,Hatchback,4.0,20.3,1235.5,5.0,170.0,unspecified,unspecified,Aluminium Suspension,Other Suspension,147613.0,149413.0,16.0,60.0,200.0,16.0,60.0,195.0,Electric Power,Front Windows,Non Powered,Yes,5500.0,69.0,4500.0,99.04,Analog,Analog,Yes,Yes,5.0,Fabric,Manual,2400.0,No,Yes,Yes,No,Yes,2.0,No,Yes,378.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1.0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Hyundai,Santro,Magna Mt,503990,1086.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1560.0,3610.0,1645.0,Hatchback,4.0,20.3,1235.5,5.0,170.0,unspecified,unspecified,Aluminium Suspension,Other Suspension,1476.0,1494.0,16.0,60.0,200.0,16.0,60.0,195.0,Electric Power,All Windows,Non Powered,Yes,5500.0,69.0,4500.0,99.04,Analog,Analog,Yes,Yes,5.0,Fabric,Manual,2400.0,No,Yes,Yes,No,Yes,2.0,No,Yes,378.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1.0,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Hyundai,Santro,Magna Mt Cng,547990,1086.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,CNG,1560.0,3610.0,1645.0,Hatchback,4.0,30.48,1235.5,5.0,170.0,unspecified,unspecified,Aluminium Suspension,Other Suspension,1476.0,1494.0,16.0,60.0,200.0,16.0,60.0,195.0,Electric Power,All Windows,Non Powered,Yes,5500.0,59.0,4500.0,99.04,Digital,Digital,Yes,Yes,5.0,Fabric,Manual,2400.0,No,Yes,Yes,No,Yes,2.0,No,Yes,378.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,53.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1.0,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Hyundai,Santro,Magna Amt,530990,1086.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1560.0,3610.0,1645.0,Hatchback,4.0,20.3,1235.5,5.0,170.0,Solid Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1476.0,1494.0,13.0,80.0,155.0,13.0,80.0,155.0,Electric Power,All Windows,Non Powered,Yes,5500.0,69.0,4500.0,10.1,Analog,Analog,Yes,Yes,5.0,Fabric,AMT,2400.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,378.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
Hyundai,Santro,Sportz Mt,512990,1086.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1560.0,3610.0,1645.0,Hatchback,4.0,20.3,1235.5,5.0,170.0,Solid Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1463.0,1481.0,14.0,70.0,165.0,14.0,70.0,165.0,Electric Power,All Windows,Non Powered,Yes,5500.0,69.0,4500.0,10.1,Analog,Analog,Yes,Yes,5.0,Fabric,Manual,2400.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,378.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
Hyundai,Santro,Sportz Mt Cng,578990,1086.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,60.0,CNG,1560.0,3610.0,1645.0,Hatchback,4.0,30.48,1235.5,5.0,170.0,Solid Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1463.0,1481.0,14.0,70.0,165.0,14.0,70.0,165.0,Electric Power,All Windows,Non Powered,Yes,5500.0,59.0,4500.0,8.3,Analog,Analog,Yes,Yes,5.0,Fabric,Manual,2400.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,378.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
Hyundai,Santro,Sportz Amt,570990,1086.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1560.0,3610.0,1645.0,Hatchback,4.0,20.3,1235.5,5.0,170.0,Solid Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1463.0,1481.0,14.0,70.0,165.0,14.0,70.0,165.0,Electric Power,All Windows,Non Powered,Yes,5500.0,69.0,4500.0,10.1,Analog,Analog,Yes,Yes,5.0,Fabric,AMT,2400.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,378.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.0,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
Hyundai,Santro,Asta Mt,556490,1086.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,35.0,Petrol,1560.0,3610.0,1645.0,Hatchback,4.0,20.3,1235.5,5.0,170.0,unspecified,unspecified,Aluminium Suspension,Other Suspension,1463.0,1481.0,16.0,60.0,200.0,16.0,60.0,195.0,Electric Power,All Windows,Non Powered,Yes,5500.0,69.0,4500.0,99.04,Analog,Analog,Yes,Yes,5.0,Fabric,Manual,2400.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,378.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
Tata,Tiago,Revotron Xe,460000,1199.0,3.0,4.0,FWD ,In-line,BS VI,Front-Transverse,Injection,35.0,Petrol,1535.0,3765.0,1677.0,Hatchback,5.0,23.0,935.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,13.0,80.0,155.0,13.0,80.0,155.0,Electric Power,Non Powered,Non Powered,Yes,6000.0,86.0,3300.0,114.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2400.0,No,Yes,Yes,No,Yes,2.0,No,Yes,378.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,2.0,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
